Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
CN1,HF1004E,FanPinHeader_1x04_P2.54mm_Vertical,105.4,-55.418,180.0,top
CN2,HF1004E,FanPinHeader_1x04_P2.54mm_Vertical,105.41,-65.532,180.0,top
J1,B-2100S08P-A110,PinHeader_1x08_P2.54mm_Vertical,99.06,-57.912,0.0,bottom
J2,B-2100S08P-A110,PinHeader_1x08_P2.54mm_Vertical,111.76,-57.912,0.0,bottom
J3,PZ200V-11-03P,PinHeader_1x03_P2.00mm_Vertical,106.68,-49.657,90.0,top
J4,PZ200V-11-03P,PinHeader_1x03_P2.00mm_Vertical,106.68,-59.817,90.0,top
